,context,question,answers,id,hallucination,generated_answer,passage,passage_id,split
460,"Bill Gates was born on October 28th, 1955. He grew up in Seattle, Washington. Bill Gates was named William Henry after his father and grandfather. He was a very clever boy. His favourite subject at school were science and maths. When he was 13 years old, Bill started to play with computers. At that time, computers were very large machines. Once he was interested in a very old computer. He and some of his friends spent lots of time doing unusual things with it. In the end, they worked out a software programme with the old machine. Bill sold it for 4, 200 dollars when he was only 17. In 1973, Bill went to Harvard University. At Harvard, he developed the BASIC language for the first microcomputer . In his third year, he left Harvard to work for a company called Microsoft. Bill began this company in 1975 with his friend Paul Allen. They thought that the computer would be a very important tool in every office and in every home, so they began developing software for personal computers. They improved the software to make it easier for people to use computer. Q: Who is the story about? A: Bill Gates. Q: When was he born? A: October 28th, 1955. Q: Where? A: Seattle, Washington. Q: Who was he named after? A: William Henry. Q: Was he a stupid boy? A: No. Q: What were his favorite subjects? A: science and maths. Q: What age did he start to play with computers? A: 13 years old. Q: Were they small machines? A: No. Q: Did he work with it on his own? A: No. Q: Who helped him? A: some of his friends. Q: What types of things did they do with it? A: worked out a software programme. Q: Did he keep it for himself? A: No. Q: What did he do with it? A: Bill sold it. Q: For how much? A: 4, 200 dollars. Q: How old was he? A: 17. Q: When did he go to college? A: 1973. Q: Which college? A: Harvard University.",What did he develop there?,"['BASIC language for the first microcomputer .', 'the BASIC language for the first microcomputer', 'BASIC language for the first microcomputer', 'BASIC']",3tem0pf1q5xr463wawie4xp1e8y0dz_17,False,the BASIC language for the first microcomputer.,"Bill Gates was born on October 28th, 1955. He grew up in Seattle, Washington. Bill Gates was named William Henry after his father and grandfather. He was a very clever boy. His favourite subject at school were science and maths. When he was 13 years old, Bill started to play with computers. At that time, computers were very large machines. Once he was interested in a very old computer. He and some of his friends spent lots of time doing unusual things with it. In the end, they worked out a software programme with the old machine. Bill sold it for 4, 200 dollars when he was only 17. In 1973, Bill went to Harvard University. At Harvard, he developed the BASIC language for the first microcomputer . In his third year, he left Harvard to work for a company called Microsoft. Bill began this company in 1975 with his friend Paul Allen. They thought that the computer would be a very important tool in every office and in every home, so they began developing software for personal computers. They improved the software to make it easier for people to use computer. ",100,train
461,"CHAPTER II 

THE APARTMENT-HOUSE MYSTERY 

1. 

""This habit of becoming late for breakfast,"" Lady Ashleigh remarked, as she set down the coffee-pot, ""is growing upon your father."" 

Ella glanced up from a pile of correspondence through which she had been looking a little negligently. 

""When he comes,"" she said, ""I shall tell him what Clyde says in his new play--that unpunctuality for breakfast and overpunctuality for dinner are two of the signs of advancing age."" 

""I shouldn't,"" her mother advised. ""He hates anything that sounds like an epigram, and I noticed that he avoided any allusion to his birthday last month. Any news, dear?"" 

""None at all, mother. My correspondence is just the usual sort of rubbish--invitations and gossip. Such a lot of invitations, by-the-bye."" 

""At your age,"" Lady Ashleigh declared, ""that is the sort of correspondence which you should find interesting."" 

Ella shook her head. She was a very beautiful young woman, but her expression was a little more serious than her twenty-two years warranted. 

""You know I am not like that, mother,"" she protested. ""I have found one thing in life which interests me more than all this frivolous business of amusing oneself. I shall never be happy--not really happy--until I have settled down to study hard. My music is really the only part of life which absolutely appeals to me."" 

Lady Ashleigh sighed. 

""It seems so unnecessary,"" she murmured. ""Since Esther was married you are practically an only daughter, you are quite well off, and there are so many young men who want to marry you.""  Q: WHat is this passage talking about? A: unknown. Q: Who has a habit of becoming late for breakfast? A: the father. Q: How old was Ella? A: twenty-two years. Q: Does she have an older sibling? A: unknown. Q: What was the name? A: Esther. Q: Who is the mother? A: Lady Ashleigh. Q: What amused Ella? A: her music. Q: Did the mother think it was unneccessary? A: Yes.",What are the two signs of advancing age as mentioned in Clyde's play?,"['unpunctuality for breakfast and overpunctuality for dinner', 'unpunctuality for breakfast and overpunctuality for dinner', 'unpunctuality for breakfast and overpunctuality for dinner', 'unpunctuality for breakfast and overpunctuality for dinner']",3qilpralq5vi87zcuu9wth7dcoan8i_8,False,unpunctuality for breakfast and overpunctuality for dinner.,"CHAPTER II 

THE APARTMENT-HOUSE MYSTERY 

1. 

""This habit of becoming late for breakfast,"" Lady Ashleigh remarked, as she set down the coffee-pot, ""is growing upon your father."" 

Ella glanced up from a pile of correspondence through which she had been looking a little negligently. 

""When he comes,"" she said, ""I shall tell him what Clyde says in his new play--that unpunctuality for breakfast and overpunctuality for dinner are two of the signs of advancing age."" 

""I shouldn't,"" her mother advised. ""He hates anything that sounds like an epigram, and I noticed that he avoided any allusion to his birthday last month. Any news, dear?"" 

""None at all, mother. My correspondence is just the usual sort of rubbish--invitations and gossip. Such a lot of invitations, by-the-bye."" 

""At your age,"" Lady Ashleigh declared, ""that is the sort of correspondence which you should find interesting."" 

Ella shook her head. She was a very beautiful young woman, but her expression was a little more serious than her twenty-two years warranted. 

""You know I am not like that, mother,"" she protested. ""I have found one thing in life which interests me more than all this frivolous business of amusing oneself. I shall never be happy--not really happy--until I have settled down to study hard. My music is really the only part of life which absolutely appeals to me."" 

Lady Ashleigh sighed. 

""It seems so unnecessary,"" she murmured. ""Since Esther was married you are practically an only daughter, you are quite well off, and there are so many young men who want to marry you.""  ",109,train
462,"Mumbai (; also known as Bombay, the official name until 1995) is the capital city of the Indian state of Maharashtra. It is the most populous city in India with an estimated city population of 18.4 million. Along with the neighbouring regions of the Mumbai Metropolitan Region, it is second most populous metropolitan area in India, with a population of 21.3 million . Mumbai lies on the Konkan on the west coast of India and has a deep natural harbour. 

In 2008, Mumbai was named an alpha world city. It is also the wealthiest city in India, Mumbai has the highest number of millionaires and billionaires among all cities in India. 

The seven islands that came to constitute Mumbai were home to communities of fishing colonies of the Koli people. For centuries, the islands were under the control of successive indigenous empires before being ceded to the Portuguese Empire and subsequently to the East India Company when in 1661 Charles II of England married Catherine of Braganza and as part of her dowry Charles received the ports of Tangier and Seven Islands of Bombay. During the mid-18th century, Bombay was reshaped by the Hornby Vellard project, which undertook reclamation of the area between the seven islands from the sea. Along with construction of major roads and railways, the reclamation project, completed in 1845, transformed Bombay into a major seaport on the Arabian Sea. Bombay in the 19th century was characterised by economic and educational development. During the early 20th century it became a strong base for the Indian independence movement. Upon India's independence in 1947 the city was incorporated into Bombay State. In 1960, following the Samyukta Maharashtra Movement, a new state of Maharashtra was created with Bombay as the capital. Q: what happened in 2008? A: Mumbai was named an alpha world city. Q: is it poor city? A: No. Q: was it ever called something else? A: Yes. Q: what? A: Bombay. Q: is it still officially called that? A: No. Q: when did that change? A: 1995. Q: is it land locked? A: No. Q: how many islands make up the city? A: seven. Q: are they named in the article? A: No. Q: what country is it in? A: India. Q: what state? A: Maharashtra.",is it the third largest city in the country?,"['No', 'No', 'no', 'no']",3ng53n1rlvjibsbpa9mox6c8c1xp8y_11,True,Yes.,"Mumbai (; also known as Bombay, the official name until 1995) is the capital city of the Indian state of Maharashtra. It is the most populous city in India with an estimated city population of 18.4 million. Along with the neighbouring regions of the Mumbai Metropolitan Region, it is second most populous metropolitan area in India, with a population of 21.3 million . Mumbai lies on the Konkan on the west coast of India and has a deep natural harbour. 

In 2008, Mumbai was named an alpha world city. It is also the wealthiest city in India, Mumbai has the highest number of millionaires and billionaires among all cities in India. 

The seven islands that came to constitute Mumbai were home to communities of fishing colonies of the Koli people. For centuries, the islands were under the control of successive indigenous empires before being ceded to the Portuguese Empire and subsequently to the East India Company when in 1661 Charles II of England married Catherine of Braganza and as part of her dowry Charles received the ports of Tangier and Seven Islands of Bombay. During the mid-18th century, Bombay was reshaped by the Hornby Vellard project, which undertook reclamation of the area between the seven islands from the sea. Along with construction of major roads and railways, the reclamation project, completed in 1845, transformed Bombay into a major seaport on the Arabian Sea. Bombay in the 19th century was characterised by economic and educational development. During the early 20th century it became a strong base for the Indian independence movement. Upon India's independence in 1947 the city was incorporated into Bombay State. In 1960, following the Samyukta Maharashtra Movement, a new state of Maharashtra was created with Bombay as the capital. ",278,train
463,"CHAPTER V 

AT OAK HALL ONCE MORE 

""Hurrah! here we are at Oakdale at last!"" 

""Old town looks natural, doesn't it?"" 

""So it does, Roger. See any of the fellows?"" 

""Not yet, Dave. But we are sure to meet somebody, even if it is a school-day,"" went on the senator's son. 

""Uncle Dunston, let me take the auto around to the hotel,"" said our hero. ""I know the streets better than you do. We have to make several turns."" 

""All right, Dave,"" was the ready answer, and Dunston Porter arose and allowed his nephew to crowd into the driver's seat. 

The run to the town in the vicinity of which Oak Hall was located had been made without further incident. On the way the party had talked over Mrs. Breen's affairs, and Dunston Porter had promised to take the matter up, through his lawyer. 

""I think it best that our names don't appear in the case,"" said he. ""Otherwise, Mr. Haskers might not treat you so well during the term."" 

""He never treats us well, anyway,"" grumbled Phil. ""But you are right, don't mention our names."" 

On this late winter day the town looked rather dreary, but the young folks were in high spirits, and Dave, with a grand flourish, ran the car up to one of the best hotels the place afforded. As before, word had been sent ahead that they were coming, and the host of the resort came out to meet them. 

""We'll have dinner ready inside of quarter of an hour,"" he said. ""Come in and make yourselves at home.""  Q: Where are they? A: at Oakdale. Q: Are they excited? A: yes. Q: Who are they looking for? A: the fellows. Q: Do they see them? A: no. Q: Where do they want to take the car? A: to the hotel. Q: Who does he ask this? A: Uncle Dunston. Q: Why? A: Because Dave knew the streets better.",Is it a straight drive?,"['no', 'No', 'no', 'no']",3pdjhanyk5g3uxudyhhl4jeqkha6h5_7,True,yes.,"CHAPTER V 

AT OAK HALL ONCE MORE 

""Hurrah! here we are at Oakdale at last!"" 

""Old town looks natural, doesn't it?"" 

""So it does, Roger. See any of the fellows?"" 

""Not yet, Dave. But we are sure to meet somebody, even if it is a school-day,"" went on the senator's son. 

""Uncle Dunston, let me take the auto around to the hotel,"" said our hero. ""I know the streets better than you do. We have to make several turns."" 

""All right, Dave,"" was the ready answer, and Dunston Porter arose and allowed his nephew to crowd into the driver's seat. 

The run to the town in the vicinity of which Oak Hall was located had been made without further incident. On the way the party had talked over Mrs. Breen's affairs, and Dunston Porter had promised to take the matter up, through his lawyer. 

""I think it best that our names don't appear in the case,"" said he. ""Otherwise, Mr. Haskers might not treat you so well during the term."" 

""He never treats us well, anyway,"" grumbled Phil. ""But you are right, don't mention our names."" 

On this late winter day the town looked rather dreary, but the young folks were in high spirits, and Dave, with a grand flourish, ran the car up to one of the best hotels the place afforded. As before, word had been sent ahead that they were coming, and the host of the resort came out to meet them. 

""We'll have dinner ready inside of quarter of an hour,"" he said. ""Come in and make yourselves at home.""  ",124,train
464,"One day, my family took a vacation to the beach. We were in our car for over 10 hours but it felt like we were in the car for maybe 11, 12, or 13 hours! We thought it would only be 8 hours, but we got lost. My mom and dad were in the front seat, and my sister and I were in the back seat. My sister and I were very bored, but we had to sit still and stay quiet for a lot of the time because our dad needed to be a good driver. My sister and I played with our dolls, or we tried to play easy games. I could not read or eat in the car because I felt too sick. My sister spilled Coke on the car and my mom spanked her with a glove. The look of sadness on my sister's face almost made me cry, too! We got to the ocean so late at night, but we took a nice walk next to the ocean and then we went to bed. We were so tired from doing nothing all day! The next morning we woke up early and ran to the beach and we saw so many animals! We saw dolphins, turtles, and fish! We were hoping to see a shark, but I'm glad we did not. When it was lunch time we played with some chalk and mother made lunch. I was very happy and had a great vacation! Q: Who went to the beach? A: my family. Q: How long did you expect the drive to take you? A: 8 hours. Q: Where did you sit in the car? A: in the back seat. Q: Who sat next to you? A: my sister. Q: Did you talk to her a lot? A: no. Q: Why not? A: Because our dad needed to be a good driver. Q: What did you do to pass the time? A: we played with our dolls, or we played easy games. Q: Did you read any books? A: no. Q: Did you have any snacks? A: no. Q: How come? A: Because I felt too sick. Q: Who spilled a soda? A: My sister. Q: Did she get in trouble? A: yes. Q: Who punished her? A: my mom.",What did your mother do to her?,"['she spanked her with a glove', 'spanked her with a glove', 'she spanked her', 'spanked her with a glove']",3pmby0ye273zv8lvaw6wd28cwkj9c3_13,False,she spanked her with a glove.,"One day, my family took a vacation to the beach. We were in our car for over 10 hours but it felt like we were in the car for maybe 11, 12, or 13 hours! We thought it would only be 8 hours, but we got lost. My mom and dad were in the front seat, and my sister and I were in the back seat. My sister and I were very bored, but we had to sit still and stay quiet for a lot of the time because our dad needed to be a good driver. My sister and I played with our dolls, or we tried to play easy games. I could not read or eat in the car because I felt too sick. My sister spilled Coke on the car and my mom spanked her with a glove. The look of sadness on my sister's face almost made me cry, too! We got to the ocean so late at night, but we took a nice walk next to the ocean and then we went to bed. We were so tired from doing nothing all day! The next morning we woke up early and ran to the beach and we saw so many animals! We saw dolphins, turtles, and fish! We were hoping to see a shark, but I'm glad we did not. When it was lunch time we played with some chalk and mother made lunch. I was very happy and had a great vacation! ",295,test
465,"Mumbai (; also known as Bombay, the official name until 1995) is the capital city of the Indian state of Maharashtra. It is the most populous city in India with an estimated city population of 18.4 million. Along with the neighbouring regions of the Mumbai Metropolitan Region, it is second most populous metropolitan area in India, with a population of 21.3 million . Mumbai lies on the Konkan on the west coast of India and has a deep natural harbour. 

In 2008, Mumbai was named an alpha world city. It is also the wealthiest city in India, Mumbai has the highest number of millionaires and billionaires among all cities in India. 

The seven islands that came to constitute Mumbai were home to communities of fishing colonies of the Koli people. For centuries, the islands were under the control of successive indigenous empires before being ceded to the Portuguese Empire and subsequently to the East India Company when in 1661 Charles II of England married Catherine of Braganza and as part of her dowry Charles received the ports of Tangier and Seven Islands of Bombay. During the mid-18th century, Bombay was reshaped by the Hornby Vellard project, which undertook reclamation of the area between the seven islands from the sea. Along with construction of major roads and railways, the reclamation project, completed in 1845, transformed Bombay into a major seaport on the Arabian Sea. Bombay in the 19th century was characterised by economic and educational development. During the early 20th century it became a strong base for the Indian independence movement. Upon India's independence in 1947 the city was incorporated into Bombay State. In 1960, following the Samyukta Maharashtra Movement, a new state of Maharashtra was created with Bombay as the capital. Q: what happened in 2008? A: Mumbai was named an alpha world city. Q: is it poor city? A: No. Q: was it ever called something else? A: Yes. Q: what? A: Bombay. Q: is it still officially called that? A: No. Q: when did that change? A: 1995. Q: is it land locked? A: No. Q: how many islands make up the city? A: seven. Q: are they named in the article? A: No. Q: what country is it in? A: India. Q: what state? A: Maharashtra. Q: is it the third largest city in the country? A: No.",what rank is it?,"['1st', 'First', 'first', 'first']",3ng53n1rlvjibsbpa9mox6c8c1xp8y_12,True,2nd.,"Mumbai (; also known as Bombay, the official name until 1995) is the capital city of the Indian state of Maharashtra. It is the most populous city in India with an estimated city population of 18.4 million. Along with the neighbouring regions of the Mumbai Metropolitan Region, it is second most populous metropolitan area in India, with a population of 21.3 million . Mumbai lies on the Konkan on the west coast of India and has a deep natural harbour. 

In 2008, Mumbai was named an alpha world city. It is also the wealthiest city in India, Mumbai has the highest number of millionaires and billionaires among all cities in India. 

The seven islands that came to constitute Mumbai were home to communities of fishing colonies of the Koli people. For centuries, the islands were under the control of successive indigenous empires before being ceded to the Portuguese Empire and subsequently to the East India Company when in 1661 Charles II of England married Catherine of Braganza and as part of her dowry Charles received the ports of Tangier and Seven Islands of Bombay. During the mid-18th century, Bombay was reshaped by the Hornby Vellard project, which undertook reclamation of the area between the seven islands from the sea. Along with construction of major roads and railways, the reclamation project, completed in 1845, transformed Bombay into a major seaport on the Arabian Sea. Bombay in the 19th century was characterised by economic and educational development. During the early 20th century it became a strong base for the Indian independence movement. Upon India's independence in 1947 the city was incorporated into Bombay State. In 1960, following the Samyukta Maharashtra Movement, a new state of Maharashtra was created with Bombay as the capital. ",278,train
466,"(CNN) -- Shiping Bao, the medical examiner who changed his mind on crucial aspects during his testimony at George Zimmerman's trial, has been fired. 

But he's not going down without a fight. 

Bao has hired a lawyer and is hinting at a lawsuit. 

Bao was let go from his job as the associate medical examiner for the Volusia County, Florida, Medical Examiner's Office last week, officials said Wednesday. 

Authorities provided a copy of his termination letter, but did not specify a reason. The letter says Bao was given a choice to resign. He didn't. So, he was terminated Friday. 

Bao's lawyer filed a complaint against the county, CNN affiliate Central Florida News 13 reported. 

The letter reads in part: 

""This is a formal request to ask you to preserve any and all documents...and/or evidence related to Dr. Bao's claims and/or the Trayvon Martin Case."" 

Bao performed Trayvon Martin's autopsy after Zimmerman shot dead the 17-year-old on February 26, 2012. 

During Zimmerman's trial, Bao's testimony stood out. 

He changed his mind on important aspects of the case, such as how long Martin survived after he was shot, whether he could have moved afterward and if the marijuana in his system affected his judgment. 

Bao's attorney, Willie E. Gary, said he plans to file a lawsuit for discrimination, job harassment and wrongful termination, the Miami Herald reported. 

George Zimmerman won't be charged for alleged domestic incident 

 Q: In what state did this story occur? A: Florida. Q: What county? A: Volusia.",What's the name of the subject of the story?,"['Shiping Bao', 'George Zimmerman', 'Shiping Bao,', 'Shiping Bao']",3ywrv122cszv3xjlrvli7cz7kiy8um_2,True,Trayvon Martin.,"(CNN) -- Shiping Bao, the medical examiner who changed his mind on crucial aspects during his testimony at George Zimmerman's trial, has been fired. 

But he's not going down without a fight. 

Bao has hired a lawyer and is hinting at a lawsuit. 

Bao was let go from his job as the associate medical examiner for the Volusia County, Florida, Medical Examiner's Office last week, officials said Wednesday. 

Authorities provided a copy of his termination letter, but did not specify a reason. The letter says Bao was given a choice to resign. He didn't. So, he was terminated Friday. 

Bao's lawyer filed a complaint against the county, CNN affiliate Central Florida News 13 reported. 

The letter reads in part: 

""This is a formal request to ask you to preserve any and all documents...and/or evidence related to Dr. Bao's claims and/or the Trayvon Martin Case."" 

Bao performed Trayvon Martin's autopsy after Zimmerman shot dead the 17-year-old on February 26, 2012. 

During Zimmerman's trial, Bao's testimony stood out. 

He changed his mind on important aspects of the case, such as how long Martin survived after he was shot, whether he could have moved afterward and if the marijuana in his system affected his judgment. 

Bao's attorney, Willie E. Gary, said he plans to file a lawsuit for discrimination, job harassment and wrongful termination, the Miami Herald reported. 

George Zimmerman won't be charged for alleged domestic incident 

 ",39,train
467,"When William Stidger taught at Boston University, he once thought about the people he hadn't thanked in his life. They taught him, encouraged him or cared a lot about him. One was a teacher. She once taught William geography, and William loved geography all his life. So he wrote a letter of thanks to her. He got the teacher's letter later. It began, ""My dear Willie."" He was very happy. Now over 50, he didn't think someone would call him ""Willie"". Here is that letter. My dear Willie, I can't tell you how much your letter meant to me. I am in my eighties, living alone in a small room and cooking my own meals. You will be interested to know that I taught school for 50 years and yours is the first letter of appreciation I ever got. It came on a cold morning and it made me feel very warm. ... William cried when he read the letter. She was one of the people that William hadn't thanked in his past. She helped him to believe in himself. He would never forget her. There are some people we should always remember, because they helped to shape our life. William Stidger found a way to show his appreciation--he wrote them letters. Who are some of the people that you need to say thank you to in your past? It may not be too late to say ""Thanks"". Q: who was someone in his life that William wanted otothank. A: a teacher.",what was her name?,"['unknown', 'unknown', 'unknown', 'unknown']",3xlbsaq9z4c8pi8cndska4irbksz78_1,True,"""My dear Willie"".","When William Stidger taught at Boston University, he once thought about the people he hadn't thanked in his life. They taught him, encouraged him or cared a lot about him. One was a teacher. She once taught William geography, and William loved geography all his life. So he wrote a letter of thanks to her. He got the teacher's letter later. It began, ""My dear Willie."" He was very happy. Now over 50, he didn't think someone would call him ""Willie"". Here is that letter. My dear Willie, I can't tell you how much your letter meant to me. I am in my eighties, living alone in a small room and cooking my own meals. You will be interested to know that I taught school for 50 years and yours is the first letter of appreciation I ever got. It came on a cold morning and it made me feel very warm. ... William cried when he read the letter. She was one of the people that William hadn't thanked in his past. She helped him to believe in himself. He would never forget her. There are some people we should always remember, because they helped to shape our life. William Stidger found a way to show his appreciation--he wrote them letters. Who are some of the people that you need to say thank you to in your past? It may not be too late to say ""Thanks"". ",400,train
468,"(CNN) -- The United States is deeply concerned about the well-being of Eman al-Obeidy, according to a State Department source, and worked closely with officials in Europe and Libya to get her safely out of the country. The same source said the U.S. is ""prepared to provide whatever help and support Eman may need."" 

Al-Obeidy grabbed the world's attention this spring when she accused Libyan leader Moammar Gadhafi's security forces of gang-raping her. 

She is now on the way to Malta with her father, according to another high-level U.S. State Department source. She will eventually head to a processing center in Europe before leaving for a final destination. 

She has told CNN on repeated occasions that she wants to go to the United States. 

One of the State Department sources told CNN that Secretary of State Hillary Clinton ""has been deeply interested in the case and has followed it throughout."" 

Al-Obeidy was in Qatar awaiting resettlement as a refugee when she was deported Thursday and sent back to Libya. She was reportedly beaten before being deported. 

Najah Dawaji, a U.S.-based Libyan pro-freedom activist, said she was with three key members of Libya's Transitional National Council when they first learned that al-Obeidy was forced from Doha and arrived in Benghazi, Libya, on Thursday. She said al-Obeidy had a black eye, bruises on her legs and scratches on her arms. 

Al-Obeidy told a journalist that officials in the Transitional National Council had pressured the Qataris to expel her. But, according to Dawaji, she did not blame the rebel group for the beating itself.  Q: Who was reportedly beaten before being deported? A: Al-Obeidy.",Why was she in Qatar?,"['Awaiting resettlement as a refugee', 'Awaiting resettlement', 'awaiting resettlement as a refugee', 'awaiting resettlement']",37td41k0ah9h0nhuj26nuxd2pc0scy_1,False,Awaiting resettlement as a refugee.,"(CNN) -- The United States is deeply concerned about the well-being of Eman al-Obeidy, according to a State Department source, and worked closely with officials in Europe and Libya to get her safely out of the country. The same source said the U.S. is ""prepared to provide whatever help and support Eman may need."" 

Al-Obeidy grabbed the world's attention this spring when she accused Libyan leader Moammar Gadhafi's security forces of gang-raping her. 

She is now on the way to Malta with her father, according to another high-level U.S. State Department source. She will eventually head to a processing center in Europe before leaving for a final destination. 

She has told CNN on repeated occasions that she wants to go to the United States. 

One of the State Department sources told CNN that Secretary of State Hillary Clinton ""has been deeply interested in the case and has followed it throughout."" 

Al-Obeidy was in Qatar awaiting resettlement as a refugee when she was deported Thursday and sent back to Libya. She was reportedly beaten before being deported. 

Najah Dawaji, a U.S.-based Libyan pro-freedom activist, said she was with three key members of Libya's Transitional National Council when they first learned that al-Obeidy was forced from Doha and arrived in Benghazi, Libya, on Thursday. She said al-Obeidy had a black eye, bruises on her legs and scratches on her arms. 

Al-Obeidy told a journalist that officials in the Transitional National Council had pressured the Qataris to expel her. But, according to Dawaji, she did not blame the rebel group for the beating itself.  ",43,test
469,"Michelle and Anthony were having lunch in the park with their mother. She had made them a picnic lunch, including sandwiches, fruit and potato chips. As they looked around the park, they watched the other families play and eat lunch. There was one family that had 3 dogs with them. The dogs were chasing each other and playing Frisbee with their people. Another family had a big blanket set out and were watching their baby learn to crawl on his tummy. Anthony asked his sister if she wanted the rest of his potato chips. Michelle said no, that she was full. They got up and went over to the family with the dogs. The white dog jumped on Michelle and licked her face, knocking her down. The brown dog wagged his tail and sniffed Anthony. The black dog was shy and went to sit with his family. After they said goodbye to the dogs, Michelle and Anthony saw their friends Mike and Molly across the park. They asked their mom if they could go play with them and she said yes. They ran to their friends and told them about the dogs they had met. Mike and Molly's mom gave Michelle and Anthony some strawberry ice cream for dessert. They thanked her, and when they finished, they went back to their mom, ready to go home and take a nap. Q: Where were Michelle and Anthony? A: at the park. Q: What were they doing there? A: having lunch. Q: Who were they with? A: their mother.",What did she make them for lunch?,"['sandwiches, fruit and potato chips', 'sandwiches, fruit and potato chips.', 'sandwiches, fruit and potato chips', 'sandwiches, fruit and potato chips']",3u088zljvktqdc3nrrn4wlemlv1w0f_3,False,"sandwiches, fruit, and potato chips.","Michelle and Anthony were having lunch in the park with their mother. She had made them a picnic lunch, including sandwiches, fruit and potato chips. As they looked around the park, they watched the other families play and eat lunch. There was one family that had 3 dogs with them. The dogs were chasing each other and playing Frisbee with their people. Another family had a big blanket set out and were watching their baby learn to crawl on his tummy. Anthony asked his sister if she wanted the rest of his potato chips. Michelle said no, that she was full. They got up and went over to the family with the dogs. The white dog jumped on Michelle and licked her face, knocking her down. The brown dog wagged his tail and sniffed Anthony. The black dog was shy and went to sit with his family. After they said goodbye to the dogs, Michelle and Anthony saw their friends Mike and Molly across the park. They asked their mom if they could go play with them and she said yes. They ran to their friends and told them about the dogs they had met. Mike and Molly's mom gave Michelle and Anthony some strawberry ice cream for dessert. They thanked her, and when they finished, they went back to their mom, ready to go home and take a nap. ",272,test
470,"The Federal City of Bonn () is a city on the banks of the Rhine in the German state of North Rhine-Westphalia, with a population of over 300,000. About south-southeast of Cologne, Bonn is in the southernmost part of the Rhine-Ruhr region, Germany's largest metropolitan area, with over 11 million inhabitants. 

Together with the capital Berlin, the city is the ""de facto"" joint seat of government of Germany. Bonn is the secondary seat of the President, the Chancellor, the Bundesrat and the primary seat of six federal government ministries and twenty federal authorities. The title of Federal City () reflects its important political status within Germany. 

Founded in the 1st century BC as a Roman settlement, Bonn is one of Germany's oldest cities. From 1597 to 1794, Bonn was the capital of the Electorate of Cologne, and residence of the Archbishops and Prince-electors of Cologne. Composer Ludwig van Beethoven was born in Bonn in 1770. From 1949 to 1990, Bonn was the provisional capital (""temporary seat of the Federal institutions"") of West Germany, and Germany's present constitution, the Basic Law, was declared in the city in 1949. From 1990 to 1999, Bonn served as the seat of government – but no longer capital – of reunited Germany. Q: What has a population of over 300,000 A: The Federal City of Bonn. Q: Where is it located? A: on the banks of the Rhine. Q: In what land zone? A: the German state of North Rhine-Westphalia. Q: Is it in the northernmost zone? A: no. Q: What is it, then? A: southernmost. Q: Does it house 10 million people? A: no. Q: How many? A: over 11 million. Q: What is its most important city? A: Bonn is a city. Do you mean in Germany?. Q: Is it involved in governing? A: yes. Q: When was it originally created? A: in the 1st century. Q: As what? A: as a Roman settlement. Q: Is it a newer town? A: no. Q: Was someone famous birthed there? A: Yes. Q: Who? A: Ludwig van Beethoven. Q: And when? A: in 1770. Q: What happened in 1949? A: the Basic Law, was declared.",And from 1990 to 1999?,"['Bonn served as the seat of government, but not the capitol', 'Bonn served as the seat of government', 'Bonn served as the seat of government', 'it served as the seat of government']",3k9fobbf2hjdnejvoji0ymtjwminl9_16,False,it served as the seat of government.,"The Federal City of Bonn () is a city on the banks of the Rhine in the German state of North Rhine-Westphalia, with a population of over 300,000. About south-southeast of Cologne, Bonn is in the southernmost part of the Rhine-Ruhr region, Germany's largest metropolitan area, with over 11 million inhabitants. 

Together with the capital Berlin, the city is the ""de facto"" joint seat of government of Germany. Bonn is the secondary seat of the President, the Chancellor, the Bundesrat and the primary seat of six federal government ministries and twenty federal authorities. The title of Federal City () reflects its important political status within Germany. 

Founded in the 1st century BC as a Roman settlement, Bonn is one of Germany's oldest cities. From 1597 to 1794, Bonn was the capital of the Electorate of Cologne, and residence of the Archbishops and Prince-electors of Cologne. Composer Ludwig van Beethoven was born in Bonn in 1770. From 1949 to 1990, Bonn was the provisional capital (""temporary seat of the Federal institutions"") of West Germany, and Germany's present constitution, the Basic Law, was declared in the city in 1949. From 1990 to 1999, Bonn served as the seat of government – but no longer capital – of reunited Germany. ",351,train
