,context,question,answers,id,generated_answer,hallucination,source_id,split
60,"One of the jurors who acquitted George Zimmerman said she had ""no doubt"" he feared for his life in the final moments of his struggle with Trayvon Martin, and that was the definitive factor in the verdict. 

The woman, who was identified just as Juror B37, spoke exclusively to CNN's ""Anderson Cooper 360"" on Monday night. She is the first juror to speak publicly about the case. 

She said she believes Zimmerman's ""heart was in the right place"" the night he shot Martin, but that he didn't use ""good judgment"" in confronting the Florida teen. 

""I think George Zimmerman is a man whose heart was in the right place, but just got displaced by the vandalism in the neighborhoods, and wanting to catch these people so badly that he went above and beyond what he really should have done,"" she said. 

Fringe protesters turn violent in LA after Zimmerman verdict 

""But I think his heart was in the right place. It just went terribly wrong."" 

If anything, Zimmerman was guilty of not using ""good judgment,"" the juror said. 

""When he was in the car, and he had called 911, he shouldn't have gotten out of that car,"" she said. 

She also said she believes Martin threw the first punch in the confrontation that followed. 

""I think George got in a little bit too deep, which he shouldn't have been there. But Trayvon decided that he wasn't going to let him scare him ... and I think Trayvon got mad and attacked him,"" she said.  Q: What does this juror think Zimmerman was guilty of? A: not using ""good judgment. Q: What does she think he should have done? A: he shouldn't have gotten out of that car. Q: Did he call for help> A: yes. Q: Where was he when he called? A: in the car. Q: What does she think of his intentions? A: Zimmerman's ""heart was in the right place"". Q: Who was he trying to catch? A: Trayvon Martin. Q: Who was messing up the neighborhoods? A: vandals.",How did he feel about that?,"['wanting to catch these people so badly', 'he wanting to catch these people so badly', 'he wanted to catch them badly', 'he went above and beyond']",3a9aa95atwmzoasncbfllm2h90e5p7_7,he was very frustrated.,1.0,3a9aa95atwmzoasncbfllm2h90e5p7,train
61,"One of the jurors who acquitted George Zimmerman said she had ""no doubt"" he feared for his life in the final moments of his struggle with Trayvon Martin, and that was the definitive factor in the verdict. 

The woman, who was identified just as Juror B37, spoke exclusively to CNN's ""Anderson Cooper 360"" on Monday night. She is the first juror to speak publicly about the case. 

She said she believes Zimmerman's ""heart was in the right place"" the night he shot Martin, but that he didn't use ""good judgment"" in confronting the Florida teen. 

""I think George Zimmerman is a man whose heart was in the right place, but just got displaced by the vandalism in the neighborhoods, and wanting to catch these people so badly that he went above and beyond what he really should have done,"" she said. 

Fringe protesters turn violent in LA after Zimmerman verdict 

""But I think his heart was in the right place. It just went terribly wrong."" 

If anything, Zimmerman was guilty of not using ""good judgment,"" the juror said. 

""When he was in the car, and he had called 911, he shouldn't have gotten out of that car,"" she said. 

She also said she believes Martin threw the first punch in the confrontation that followed. 

""I think George got in a little bit too deep, which he shouldn't have been there. But Trayvon decided that he wasn't going to let him scare him ... and I think Trayvon got mad and attacked him,"" she said.  Q: What does this juror think Zimmerman was guilty of? A: not using ""good judgment. Q: What does she think he should have done? A: he shouldn't have gotten out of that car. Q: Did he call for help> A: yes. Q: Where was he when he called? A: in the car. Q: What does she think of his intentions? A: Zimmerman's ""heart was in the right place"". Q: Who was he trying to catch? A: Trayvon Martin. Q: Who was messing up the neighborhoods? A: vandals. Q: How did he feel about that? A: wanting to catch these people so badly.",Did the vandalism upset him?,"['yes', 'yes', 'yes', 'yes']",3a9aa95atwmzoasncbfllm2h90e5p7_8,it went terribly wrong.,1.0,3a9aa95atwmzoasncbfllm2h90e5p7,train
62,"One of the jurors who acquitted George Zimmerman said she had ""no doubt"" he feared for his life in the final moments of his struggle with Trayvon Martin, and that was the definitive factor in the verdict. 

The woman, who was identified just as Juror B37, spoke exclusively to CNN's ""Anderson Cooper 360"" on Monday night. She is the first juror to speak publicly about the case. 

She said she believes Zimmerman's ""heart was in the right place"" the night he shot Martin, but that he didn't use ""good judgment"" in confronting the Florida teen. 

""I think George Zimmerman is a man whose heart was in the right place, but just got displaced by the vandalism in the neighborhoods, and wanting to catch these people so badly that he went above and beyond what he really should have done,"" she said. 

Fringe protesters turn violent in LA after Zimmerman verdict 

""But I think his heart was in the right place. It just went terribly wrong."" 

If anything, Zimmerman was guilty of not using ""good judgment,"" the juror said. 

""When he was in the car, and he had called 911, he shouldn't have gotten out of that car,"" she said. 

She also said she believes Martin threw the first punch in the confrontation that followed. 

""I think George got in a little bit too deep, which he shouldn't have been there. But Trayvon decided that he wasn't going to let him scare him ... and I think Trayvon got mad and attacked him,"" she said.  Q: What does this juror think Zimmerman was guilty of? A: not using ""good judgment. Q: What does she think he should have done? A: he shouldn't have gotten out of that car. Q: Did he call for help> A: yes. Q: Where was he when he called? A: in the car. Q: What does she think of his intentions? A: Zimmerman's ""heart was in the right place"". Q: Who was he trying to catch? A: Trayvon Martin. Q: Who was messing up the neighborhoods? A: vandals. Q: How did he feel about that? A: wanting to catch these people so badly. Q: Did the vandalism upset him? A: yes. Q: What is this woman called? A: Juror B37. Q: Who did she talk with? A: CNN's ""Anderson Cooper 360"". Q: Just them? A: yes. Q: When? A: Monday night. Q: Did any other jurors come out before her? A: no. Q: What happened to Martin? A: he shot Martin.",Do you know why?,"['Trayvon got mad and attacked him', 'Zimmerman wanted to catch the vandals', 'yes', 'Martin threw the first punch']",3a9aa95atwmzoasncbfllm2h90e5p7_15,Zimmerman said he did so out of self-defense.,1.0,3a9aa95atwmzoasncbfllm2h90e5p7,train
63,"One of the jurors who acquitted George Zimmerman said she had ""no doubt"" he feared for his life in the final moments of his struggle with Trayvon Martin, and that was the definitive factor in the verdict. 

The woman, who was identified just as Juror B37, spoke exclusively to CNN's ""Anderson Cooper 360"" on Monday night. She is the first juror to speak publicly about the case. 

She said she believes Zimmerman's ""heart was in the right place"" the night he shot Martin, but that he didn't use ""good judgment"" in confronting the Florida teen. 

""I think George Zimmerman is a man whose heart was in the right place, but just got displaced by the vandalism in the neighborhoods, and wanting to catch these people so badly that he went above and beyond what he really should have done,"" she said. 

Fringe protesters turn violent in LA after Zimmerman verdict 

""But I think his heart was in the right place. It just went terribly wrong."" 

If anything, Zimmerman was guilty of not using ""good judgment,"" the juror said. 

""When he was in the car, and he had called 911, he shouldn't have gotten out of that car,"" she said. 

She also said she believes Martin threw the first punch in the confrontation that followed. 

""I think George got in a little bit too deep, which he shouldn't have been there. But Trayvon decided that he wasn't going to let him scare him ... and I think Trayvon got mad and attacked him,"" she said.  Q: What does this juror think Zimmerman was guilty of? A: not using ""good judgment. Q: What does she think he should have done? A: he shouldn't have gotten out of that car. Q: Did he call for help> A: yes. Q: Where was he when he called? A: in the car. Q: What does she think of his intentions? A: Zimmerman's ""heart was in the right place"". Q: Who was he trying to catch? A: Trayvon Martin. Q: Who was messing up the neighborhoods? A: vandals. Q: How did he feel about that? A: wanting to catch these people so badly. Q: Did the vandalism upset him? A: yes. Q: What is this woman called? A: Juror B37. Q: Who did she talk with? A: CNN's ""Anderson Cooper 360"". Q: Just them? A: yes. Q: When? A: Monday night. Q: Did any other jurors come out before her? A: no. Q: What happened to Martin? A: he shot Martin. Q: Do you know why? A: Trayvon got mad and attacked him. Q: Did he get sentenced for this crime? A: no. Q: Why not? A: he feared for his life.",Did they find him guilty?,"['no', 'no', 'no', 'no']",3a9aa95atwmzoasncbfllm2h90e5p7_18,guilty of second-degree murder.,1.0,3a9aa95atwmzoasncbfllm2h90e5p7,train
64,"(Financial Times) -- While most consumer goods companies are seeking opportunities in China, domestic condom maker Safedom is going in the opposite direction -- seeking European partners or acquisitions as part of a bid to go global. 

The company, majority-owned by its founder, has grown rapidly in its short life. It will sell 200m condoms this year, all within China, and is targeting sales of 1bn next year; the same number that Durex, the world's biggest player, was producing in the country within three years. 

Brian Fu, chief executive, was in the UK last week ""meeting potential partners and acquisitions"". Funding for any deal will either come from existing shareholders, bank loans or possibly through an overseas stock market listing, he said. 

Despite the size of the market on its own doorstep -- and added attraction of a government-mandated one-child policy -- Safedom sees its future on the international stage. It reckons its virus-proof latex condoms will enable it to compete alongside the global players such as Durex, now part of Reckitt Benckiser, and Ansell of Australia. 

However, Mr Fu said that the strength of his company -- whose range includes Beautiful Girl, Take Me and Green Lemon -- was in manufacturing and technology, and going global required bringing in branding and marketing expertise. 

Sales outlets and channels are also likely to vary from China, where half of all condoms are bought by women. 

""We think we have good leading edge technology and a good management team. What we lack is the branding part: we are not well known,"" Mr Fu said.  Q: What company makes condoms? A: Safedom. Q: What is it seeking? A: European partners or acquisitions as part of a bid to go global. Q: Who owns the majority of the company? A: its founder. Q: How many condoms will it sell this year? A: 200m. Q: How many sales do they want? A: 1bn. Q: What is Durex? A: the world's biggest player.",How many countries were they producing in?,"['unknown', 'One', 'One', 'one']",3x87c8jfv6bluordok7ie22jto0qsu_6,within three years.,1.0,3x87c8jfv6bluordok7ie22jto0qsu,train
65,"CHAPTER XXVII 

WHAT ELSA SAW IN THE MOONLIGHT 

It will be remembered that some weeks before Elsa's forced marriage in the Red Mill, Foy, on their escape from the Gevangenhuis, had been carried upon the naked back of Martin to the shelter of Mother Martha's lair in the Haarlemer Meer. Here he lay sick many days, for the sword cut in his thigh festered so badly that at one time his life was threatened by gangrene, but, in the end, his own strength and healthy constitution, helped with Martha's simples, cured him. So soon as he was strong again, accompanied by Martin, he travelled into Leyden, which now it was safe enough for him to visit, since the Spaniards were driven from the town. 

How his young heart swelled as, still limping a little and somewhat pale from recent illness, he approached the well-known house in the Bree Straat, the home that sheltered his mother and his love. Presently he would see them again, for the news had been brought to him that Lysbeth was out of danger and Elsa must still be nursing her. 

Lysbeth he found indeed, turned into an old woman by grief and sore sickness, but Elsa he did not find. She had vanished. On the previous night she had gone out to take the air, and returned no more. What had become of her none could say. All the town talked of it, and his mother was half-crazed with anxiety and fear, fear of the worst.  Q: who was carried? A: Foy. Q: on what? A: the naked back of Martin. Q: where to? A: the shelter of Mother Martha's lair.",what event was this prior to?,"[""Elsa's forced marriage"", ""Elsa's marriage"", ""Elsa's forced marriage"", ""Elsa's forced marriage""]",3azhrg4cu4ktme1zh7c2ro3po9a30y_3,their escape from the Gevangenhuis.,1.0,3azhrg4cu4ktme1zh7c2ro3po9a30y,train
66,"CHAPTER XXVII 

WHAT ELSA SAW IN THE MOONLIGHT 

It will be remembered that some weeks before Elsa's forced marriage in the Red Mill, Foy, on their escape from the Gevangenhuis, had been carried upon the naked back of Martin to the shelter of Mother Martha's lair in the Haarlemer Meer. Here he lay sick many days, for the sword cut in his thigh festered so badly that at one time his life was threatened by gangrene, but, in the end, his own strength and healthy constitution, helped with Martha's simples, cured him. So soon as he was strong again, accompanied by Martin, he travelled into Leyden, which now it was safe enough for him to visit, since the Spaniards were driven from the town. 

How his young heart swelled as, still limping a little and somewhat pale from recent illness, he approached the well-known house in the Bree Straat, the home that sheltered his mother and his love. Presently he would see them again, for the news had been brought to him that Lysbeth was out of danger and Elsa must still be nursing her. 

Lysbeth he found indeed, turned into an old woman by grief and sore sickness, but Elsa he did not find. She had vanished. On the previous night she had gone out to take the air, and returned no more. What had become of her none could say. All the town talked of it, and his mother was half-crazed with anxiety and fear, fear of the worst.  Q: who was carried? A: Foy. Q: on what? A: the naked back of Martin. Q: where to? A: the shelter of Mother Martha's lair. Q: what event was this prior to? A: Elsa's forced marriage. Q: where? A: the Red Mill. Q: how long before? A: some weeks. Q: what were they esaping? A: the Gevangenhuis. Q: where was the lair? A: the Haarlemer Meer. Q: who was ill? A: Foy. Q: for how long? A: many days.",why?,"['the sword cut in his thigh', 'his thigh festered', 'sword cut in his thigh festered', 'The sword cut in his thigh festered']",3azhrg4cu4ktme1zh7c2ro3po9a30y_10,"his own strength and healthy constitution helped with Martha's simples, cured him.",1.0,3azhrg4cu4ktme1zh7c2ro3po9a30y,train
67,"A One Day International (ODI) is a form of limited overs cricket, played between two teams with international status, in which each team faces a fixed number of overs, usually 50. The Cricket World Cup is played in this format. One Day International matches are also called Limited Overs Internationals (LOI), although this generic term may also refer to Twenty20 International matches. They are major matches and considered the highest standard of List A, limited overs competition. 

The international one-day game is a late twentieth-century development. The first ODI was played on 5 January 1971 between Australia and England at the Melbourne Cricket Ground. When the first three days of the third Test were washed out officials decided to abandon the match and, instead, play a one-off one day game consisting of 40 eight-ball overs per side. Australia won the game by 5 wickets. ODIs were played in white kits with a red ball. 

In the late 1970s, Kerry Packer established the rival World Series Cricket competition, and it introduced many of the features of One Day International cricket that are now commonplace, including coloured uniforms, matches played at night under floodlights with a white ball and dark sight screens, and, for television broadcasts, multiple camera angles, effects microphones to capture sounds from the players on the pitch, and on-screen graphics. The first of the matches with coloured uniforms was the WSC Australians in wattle gold versus WSC West Indians in coral pink, played at VFL Park in Melbourne on 17 January 1979. This led not only to Kerry Packer's Channel 9 getting the TV rights to cricket in Australia but also led to players worldwide being paid to play, and becoming international professionals, no longer needing jobs outside cricket. Matches played with coloured kits and a white ball became more commonplace over time, and the use of white flannels and a red ball in ODIs was finally abandoned in 2001.",How long is an ODI?,"['One Day', 'one day', 'one-day', 'One Day']",3nql1cs15r8aviz39pth2bpsr4zvy1_0,"An ODI is played over a standard duration of 233 minutes (3.5 hours), and each team faces a fixed number of overs, usually 50, but can vary depending on the conditions of the field and the team's preferences.",1.0,3nql1cs15r8aviz39pth2bpsr4zvy1,train
68,"CHAPTER V. 

He was a wight of high renown, And thou art but of low degree; 'Tis pride that pulls the country down-- Then take thine auld cloak about thee. SHAKESPEARE. 

The canoe did not reach the mouth of the river until near evening of the third day of its navigation. It was not so much the distance, though that was considerable, as it was the obstacles that lay in the way, which brought the travellers to the end of their journey at so late a period. As they drew nearer and nearer to the place where Gershom had left his wife and sister, le Bourdon detected in his companion signs of an interest in the welfare of the two last, as well as a certain feverish uneasiness lest all might not be well with them, that said something in favor of his heart, whatever might be urged against his prudence and care in leaving them alone in so exposed a situation. 

""I'm afeard a body don't think as much as he ought to do, when liquor is in him,"" said Whiskey Centre, just as the canoe doubled the last point, and the hut came into view; ""else I never could have left two women by them-selves in so lonesome a place. God be praised! there is the chiente at any rate; and there's a smoke comin' out of it, if my eyes don't deceive me! Look, Bourdon, for I can scarcely see at all."" 

""There is the house; and, as you say, there is certainly a smoke rising from it""  Q: what type of watercraft was it? A: canoe. Q: where did it go? A: the mouth of the river. Q: did it get there right away? A: no. Q: when did it? A: the third day. Q: was it morning? A: no. Q: was it because it was far? A: no. Q: then why? A: the obstacles in the way. Q: what location were they coming close to? A: the place where Gershom had left his wife and sister. Q: what was detected? A: signs of an interest in the welfare of them. Q: and what else? A: uneasiness. Q: was he comfortable leaving them alone? A: no.",why?,"['the situation was exposed', 'They were in an exposed situation.', 'it was a lonesome place', 'in so exposed a situation']",35l9rvqfcoiow8keuzfokps6n55huz_11,because liquor was in him.,1.0,35l9rvqfcoiow8keuzfokps6n55huz,train
69,"Bob was happy. He was at a new school, and the other students were friendly. ""Hi, Bob!"" They said. But some students said, ""Hi, Peter!"" Bob didn't understand. He asked another student, "" Why do some students call me Peter?"" ""Oh, that is easy to answer,"" the student said. ""Peter was a student here last year. Now, he goes to a different school. You like Peter. Some students think that you are Peter."" Bob wanted to meet Peter. He got Peter's address from a student and went to Peter's house. Peter opened the door. Bob couldn't believe his eyes. He looked really like Peter! Bob and Peter had the same color eyes and the same smile. They had the same black hair. They also had the same birthday. Bob and Peter found out that they were twin brothers. They both were adopted by two different families. Soon after the boys born, one family adopted Bob, and another family adopted Peter. Bob's family never knew about Peter, and Peter's family never knew about Bob, either. Q: Who was happy? A: Bob.",Why?,"['He was at a new school, and the other students were friendly', 'He was at a new school, and the other students were friendly.', 'He was at a new school, and the other students were friendly', 'He was at a new school']",3pjuzcgdj6gxj5vitkqrbgct6kk890_1,"Because he made a new friend, Peter, who turned out to be his twin brother.",1.0,3pjuzcgdj6gxj5vitkqrbgct6kk890,train
70,"Ron Meyer is the president and COO of Universal Studios.As one of the most successful business leaders in Hollywood, he heads up Universal Pictures and Universal Parks & Resorts.He's the guy who oversees the production of Multimillion-dollar extravaganzas likeKing KongandCinderella Man. 

Meyer's story sounds like the plot of one of his motion pictures.He grew up in a modest home where there was little income.It was a big deal to go to a restaurant.At 15, he quit high school and spent his time hanging out with the neighborhood toughs .He was then a kid quick with his fists who seemed to get into fights somewhat regularly.At one point, he was separated from others with an infectious disease, having no TV and nothing to do.His mother sent him two books.One wasThe Amboy Dukes, a novel about kids in street gangs.The other wasThe Flesh Peddlers, about a guy in the talent agency who lived a successful life.""I realized,"" he says, ""that I was no longer that silly kid I had been, and I wanted to change my life."" 

Meyer took any job he could get.He worked as a busboy and short-order cook.He cleaned offices and sold shoes.That attitude made an impression on people.One day he received a call from Paul Kohner, a successful agent who represented stars like John Huston, Charles Bronson and Lana Turner.Their messenger and driver had quit, and they knew Ron was willing to take whatever job they offered. He started the job the next day. 

Meyer was lucky to work with a good boss--and _ .In nearly six years of driving for Kohner, Meyer became his right-hand man and learned a lot.By the 1970s, Meyer had built many relationships in the business.In 1975, the fate presented an opportunity and he started his own operation Creative Artists Agency, which became a huge success, representing Hollywood legends like Barbra Streisand, Tom Hanks and Tom Cruise. 

Twenty years later, Meyer was appointed to run Universal Studios, a position far beyond his youthful dream.But once he saw success was possible, he was driven to achieve it.Today, colleagues regularly owe his success--and theirs--to his humility and perseverance.It's a level of success that takes determination, personality and intelligence, whether it comes from a college education or from the street. Q: Meyer grew up where ? A: Universal Parks & Resorts.",where is he the president ?,"['Universal Studios', 'Universal Pictures and Universal Parks & Resorts', 'Universal Studios', 'Universal Studios.']",3ikz72a5b4grnm9z28f239ozzl9fnz_1,Hollywood,1.0,3ikz72a5b4grnm9z28f239ozzl9fnz,train
71,"Ron Meyer is the president and COO of Universal Studios.As one of the most successful business leaders in Hollywood, he heads up Universal Pictures and Universal Parks & Resorts.He's the guy who oversees the production of Multimillion-dollar extravaganzas likeKing KongandCinderella Man. 

Meyer's story sounds like the plot of one of his motion pictures.He grew up in a modest home where there was little income.It was a big deal to go to a restaurant.At 15, he quit high school and spent his time hanging out with the neighborhood toughs .He was then a kid quick with his fists who seemed to get into fights somewhat regularly.At one point, he was separated from others with an infectious disease, having no TV and nothing to do.His mother sent him two books.One wasThe Amboy Dukes, a novel about kids in street gangs.The other wasThe Flesh Peddlers, about a guy in the talent agency who lived a successful life.""I realized,"" he says, ""that I was no longer that silly kid I had been, and I wanted to change my life."" 

Meyer took any job he could get.He worked as a busboy and short-order cook.He cleaned offices and sold shoes.That attitude made an impression on people.One day he received a call from Paul Kohner, a successful agent who represented stars like John Huston, Charles Bronson and Lana Turner.Their messenger and driver had quit, and they knew Ron was willing to take whatever job they offered. He started the job the next day. 

Meyer was lucky to work with a good boss--and _ .In nearly six years of driving for Kohner, Meyer became his right-hand man and learned a lot.By the 1970s, Meyer had built many relationships in the business.In 1975, the fate presented an opportunity and he started his own operation Creative Artists Agency, which became a huge success, representing Hollywood legends like Barbra Streisand, Tom Hanks and Tom Cruise. 

Twenty years later, Meyer was appointed to run Universal Studios, a position far beyond his youthful dream.But once he saw success was possible, he was driven to achieve it.Today, colleagues regularly owe his success--and theirs--to his humility and perseverance.It's a level of success that takes determination, personality and intelligence, whether it comes from a college education or from the street. Q: Meyer grew up where ? A: Universal Parks & Resorts. Q: where is he the president ? A: Universal Studios.",hom many multi million dollar productions he did ?,"['Two', 'Two', 'unknown', 'unknown']",3ikz72a5b4grnm9z28f239ozzl9fnz_2,"King Kong, Cinderella Man.",1.0,3ikz72a5b4grnm9z28f239ozzl9fnz,train
72,"Since the Protestant Reformation, the most prominent Christian denomination in Thuringia has been Lutheranism. During the GDR period, church membership was discouraged and has continued shrinking since the reunification in 1990. Today over two thirds of the population is non-religious. The Protestant Evangelical Church in Germany has had the largest number of members in the state, adhered to by 24.0% of the population in 2009. Members of the Catholic Church formed 7.8% of the population, while 68.2% of Thuringians were non-religious or adhere to other faiths. The highest Protestant concentrations are in the small villages of southern and western Thuringia, whereas the bigger cities are even more non-religious (up to 88% in Gera). Catholic regions are the Eichsfeld in the northwest and parts of the Rhön Mountains around Geisa in the southwest. Protestant church membership is shrinking rapidly, whereas the Catholic Church is somewhat more stable because of Catholic migration from Poland, Southern Europe and West Germany. Other religions play no significant role in Thuringia. There are only a few thousand Muslims (largely migrants) and about 750 Jews (mostly migrants from Russia) living in Thuringia. Furthermore, there are some Orthodox communities of Eastern European migrants and some traditional Protestant Free churches in Thuringia without any societal influence.",what is the biggest church in Germany?,"['The Protestant Evangelical Church', 'Protestant Evangelical Church', 'The Protestant Evangelical Church', 'The Protestant Evangelical Church']",3a0ex8zrn8ovm41x482h1zvlo3vby5_0,"The largest church in Germany is St. Mary's Cathedral (Katharinenkirche) in Hamburg, which can hold up to 2,500 worshippers.",1.0,3a0ex8zrn8ovm41x482h1zvlo3vby5,test
73,"Since the Protestant Reformation, the most prominent Christian denomination in Thuringia has been Lutheranism. During the GDR period, church membership was discouraged and has continued shrinking since the reunification in 1990. Today over two thirds of the population is non-religious. The Protestant Evangelical Church in Germany has had the largest number of members in the state, adhered to by 24.0% of the population in 2009. Members of the Catholic Church formed 7.8% of the population, while 68.2% of Thuringians were non-religious or adhere to other faiths. The highest Protestant concentrations are in the small villages of southern and western Thuringia, whereas the bigger cities are even more non-religious (up to 88% in Gera). Catholic regions are the Eichsfeld in the northwest and parts of the Rhön Mountains around Geisa in the southwest. Protestant church membership is shrinking rapidly, whereas the Catholic Church is somewhat more stable because of Catholic migration from Poland, Southern Europe and West Germany. Other religions play no significant role in Thuringia. There are only a few thousand Muslims (largely migrants) and about 750 Jews (mostly migrants from Russia) living in Thuringia. Furthermore, there are some Orthodox communities of Eastern European migrants and some traditional Protestant Free churches in Thuringia without any societal influence. Q: what is the biggest church in Germany? A: The Protestant Evangelical Church. Q: what percent of the local people are in that church? A: 24.0% of the population in 2009.",what other group has a large percentage of people in it?,"['the Catholic Church', 'Thuringians', 'Lutheranism', 'the Catholic Church']",3a0ex8zrn8ovm41x482h1zvlo3vby5_2,"Catholics, 7.8% of the population.",1.0,3a0ex8zrn8ovm41x482h1zvlo3vby5,test
74,"Since the Protestant Reformation, the most prominent Christian denomination in Thuringia has been Lutheranism. During the GDR period, church membership was discouraged and has continued shrinking since the reunification in 1990. Today over two thirds of the population is non-religious. The Protestant Evangelical Church in Germany has had the largest number of members in the state, adhered to by 24.0% of the population in 2009. Members of the Catholic Church formed 7.8% of the population, while 68.2% of Thuringians were non-religious or adhere to other faiths. The highest Protestant concentrations are in the small villages of southern and western Thuringia, whereas the bigger cities are even more non-religious (up to 88% in Gera). Catholic regions are the Eichsfeld in the northwest and parts of the Rhön Mountains around Geisa in the southwest. Protestant church membership is shrinking rapidly, whereas the Catholic Church is somewhat more stable because of Catholic migration from Poland, Southern Europe and West Germany. Other religions play no significant role in Thuringia. There are only a few thousand Muslims (largely migrants) and about 750 Jews (mostly migrants from Russia) living in Thuringia. Furthermore, there are some Orthodox communities of Eastern European migrants and some traditional Protestant Free churches in Thuringia without any societal influence. Q: what is the biggest church in Germany? A: The Protestant Evangelical Church. Q: what percent of the local people are in that church? A: 24.0% of the population in 2009. Q: what other group has a large percentage of people in it? A: the Catholic Church. Q: are most people a part of one of these groups? A: no.",what other ethnic groups are there in this area?,"['Muslims, Jews', 'muslims and jews', 'Muslims', 'Thuringians']",3a0ex8zrn8ovm41x482h1zvlo3vby5_4,"Poles, Southern Europe, West Germany, Russians, and Eastern Europe.",1.0,3a0ex8zrn8ovm41x482h1zvlo3vby5,test
75,"Jupiter is the fifth planet from the Sun and the largest in the Solar System. It is a giant planet with a mass one-thousandth that of the Sun, but two and a half times that of all the other planets in the Solar System combined. Jupiter and Saturn are gas giants; the other two giant planets, Uranus and Neptune are ice giants. Jupiter has been known to astronomers since antiquity. The Romans named it after their god Jupiter. When viewed from Earth, Jupiter can reach an apparent magnitude of −2.94, bright enough for its reflected light to cast shadows, and making it on average the third-brightest object in the night sky after the Moon and Venus. 

Jupiter is primarily composed of hydrogen with a quarter of its mass being helium, though helium comprises only about a tenth of the number of molecules. It may also have a rocky core of heavier elements, but like the other giant planets, Jupiter lacks a well-defined solid surface. Because of its rapid rotation, the planet's shape is that of an oblate spheroid (it has a slight but noticeable bulge around the equator). The outer atmosphere is visibly segregated into several bands at different latitudes, resulting in turbulence and storms along their interacting boundaries. A prominent result is the Great Red Spot, a giant storm that is known to have existed since at least the 17th century when it was first seen by telescope. Surrounding Jupiter is a faint planetary ring system and a powerful magnetosphere. Jupiter has at least 69 moons, including the four large Galilean moons discovered by Galileo Galilei in 1610. Ganymede, the largest of these, has a diameter greater than that of the planet Mercury. Q: What is the largest planet in the solar system? A: Jupiter. Q: What is it mostly made of? A: gas. Q: And what element? A: hydrogen. Q: What is most of the weight from? A: unknown. Q: How much bigger is it than all the other planets together? A: two and a half times. Q: How long have people known about it? A: since antiquity. Q: Who gave it its name? A: The Romans. Q: How many planets is it away from the Sun? A: it is the fifth planet from the Sun. Q: Is it the most bright object at night? A: no. Q: How many things are brighter? A: two. Q: What is its shape? A: that of an oblate spheroid. Q: Why? A: Because of its rapid rotation.",Is it more similar to Uranus or Saturn?,"['Saturn', 'Saturn', 'Saturn', 'Saturn']",3x0h8uuit1oqelnz0t6o6rk5hugsw9_12,Jupiter is a gas giant.,1.0,3x0h8uuit1oqelnz0t6o6rk5hugsw9,train
76,"The Canada 2006 Census was a detailed enumeration of the Canadian population. Census day was May 16, 2006. The following census was the 2011 Census. Canada's total population enumerated by the 2006 census was 31,612,897. This count was lower than the official July 1, 2006 population estimate of 32,623,490 people. 

Over 12.7 million households, 32.5 million people were expected to be counted. Canada Post delivered census forms by mail to 70% of the country, primarily residents in urban areas. Census enumerators delivered to the remaining 30% of households. Every fifth home received the long questionnaire (53 questions versus 8 questions on the short form). For the first time, Canadian residents were able to go online to fill in their forms. Statistics Canada expected approximately 20% of households to file their surveys electronically. Persistent census staff are contacting tardy households. The total estimated cost of the 2006 census is $567 million spread over seven years, employing more than 25,000 full and part-time census workers. 

New in the 2006 Census Questionnaire: 

Questions not asked in the 2006 Census: 

Modified questions: 

As the data were compiled, Statistics Canada released various census data products. The first set of data products was released on March 13, 2007, originally scheduled for release on February 13, 2007, covering population and dwelling counts by geographical unit. This was followed by other census data products. Q: Can Canadians now fill out the census online? A: Yes. Q: What day was the census in 2006? A: May 16. Q: What year was its next census? A: 2011. Q: What was the population in 2006? A: 31,612,897.",Which homes received the long questionnaire?,"['Every fifth home', 'Every fifth home', 'Every fifth home', 'urban']",3a1cohj8njvqybd1rwejoxahqdwh80_4,70%.,1.0,3a1cohj8njvqybd1rwejoxahqdwh80,train
