,id,title,context,question,answers,generated_answer,hallucination,prompt,correctness,context_hash,split
10,56e1c9bfe3433e1400423196,Computational_complexity_theory,"Many complexity classes are defined using the concept of a reduction. A reduction is a transformation of one problem into another problem. It captures the informal notion of a problem being at least as difficult as another problem. For instance, if a problem X can be solved using an algorithm for Y, X is no more difficult than Y, and we say that X reduces to Y. There are many different types of reductions, based on the method of reduction, such as Cook reductions, Karp reductions and Levin reductions, and the bound on the complexity of reductions, such as polynomial-time reductions or log-space reductions.",Polynomial time reductions are an example of what?,"['the bound on the complexity of reductions', 'types of reductions']",Polynomial time reductions are an example of a reduction method that captures the informal notion of a problem being at least as difficult as another problem.,1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,4111443803185241429,train
11,56e1ded7cd28a01900c67bd4,Computational_complexity_theory,"It was shown by Ladner that if P ≠ NP then there exist problems in NP that are neither in P nor NP-complete. Such problems are called NP-intermediate problems. The graph isomorphism problem, the discrete logarithm problem and the integer factorization problem are examples of problems believed to be NP-intermediate. They are some of the very few NP problems not known to be in P or to be NP-complete.",Who demonstrated that P= NP implies problems not present in P or NP-complete?,['Ladner'],No one has demonstrated that P=NP implies problems not present in P or NP-complete.,1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-1022424280492887757,train
12,56e1ee4de3433e1400423211,Computational_complexity_theory,"Many known complexity classes are suspected to be unequal, but this has not been proved. For instance P ⊆ NP ⊆ PP ⊆ PSPACE, but it is possible that P = PSPACE. If P is not equal to NP, then P is not equal to PSPACE either. Since there are many known complexity classes between P and PSPACE, such as RP, BPP, PP, BQP, MA, PH, etc., it is possible that all these complexity classes collapse to one class. Proving that any of these classes are unequal would be a major breakthrough in complexity theory.",What is an expression that can be used to illustrate the suspected inequality of complexity classes?,['P ⊆ NP ⊆ PP ⊆ PSPACE'],An expression that can be used to illustrate the suspected inequality of complexity classes is P = PSPACE.,1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-3673938985589192014,train
13,56e200e4cd28a01900c67c14,Computational_complexity_theory,"Before the actual research explicitly devoted to the complexity of algorithmic problems started off, numerous foundations were laid out by various researchers. Most influential among these was the definition of Turing machines by Alan Turing in 1936, which turned out to be a very robust and flexible simplification of a computer.",What tactic did researchers employ to offset the former deficit of work surrounding the complexity of algorithmic problems?,"['numerous foundations were laid out', 'numerous foundations were laid out by various researchers', 'foundations were laid out']",Researchers employed the tactic of defining Turing machines by Alan Turing in 1936 to offset the former deficit of work surrounding the complexity of algorithmic problems.,1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-1039157186700659881,train
14,5705e3f252bb89140068966d,Southern_California,"Southern California includes the heavily built-up urban area stretching along the Pacific coast from Ventura, through the Greater Los Angeles Area and the Inland Empire, and down to Greater San Diego. Southern California's population encompasses seven metropolitan areas, or MSAs: the Los Angeles metropolitan area, consisting of Los Angeles and Orange counties; the Inland Empire, consisting of Riverside and San Bernardino counties; the San Diego metropolitan area; the Oxnard–Thousand Oaks–Ventura metropolitan area; the Santa Barbara metro area; the San Luis Obispo metropolitan area; and the El Centro area. Out of these, three are heavy populated areas: the Los Angeles area with over 12 million inhabitants, the Riverside-San Bernardino area with over four million inhabitants, and the San Diego area with over 3 million inhabitants. For CSA metropolitan purposes, the five counties of Los Angeles, Orange, Riverside, San Bernardino, and Ventura are all combined to make up the Greater Los Angeles Area with over 17.5 million people. With over 22 million people, southern California contains roughly 60 percent of California's population.",Which of the three heavily populated areas has the least number of inhabitants?,"['the San Diego area', 'San Diego']",The San Luis Obispo metropolitan area has the least number of inhabitants among the three heavily populated areas in Southern California.,1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-6826411939672964788,train
15,5705e99452bb89140068968b,Southern_California,"Its counties of Los Angeles, Orange, San Diego, San Bernardino, and Riverside are the five most populous in the state and all are in the top 15 most populous counties in the United States.",What is the lowest ranking one of the counties could have in terms of most populous counties in the United States?,"['15', 'Riverside']",The lowest ranking one of the counties could have in terms of most populous counties in the United States is San Bernardino.,1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,8619999144655066421,train
16,5705e99452bb89140068968c,Southern_California,"Its counties of Los Angeles, Orange, San Diego, San Bernardino, and Riverside are the five most populous in the state and all are in the top 15 most populous counties in the United States.",What is the smallest geographical region discussed?,"['Riverside', 'counties']",The smallest geographical region discussed is the state of California.,1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,8619999144655066421,train
17,5705eccb52bb8914006896bb,Southern_California,"Many locals and tourists frequent the southern California coast for its popular beaches, and the desert city of Palm Springs is popular for its resort feel and nearby open spaces.","Other than for its resort feel, what is Palm Springs popular for?","['nearby open spaces', 'open spaces']","Other than for its resort feel, Palm Springs is popular for its proximity to several national parks and its vibrant mid-century modern architecture.",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-6780740246642063644,test
18,5705f7c875f01819005e77e0,Southern_California,"Southern California consists of a heavily developed urban environment, home to some of the largest urban areas in the state, along with vast areas that have been left undeveloped. It is the third most populated megalopolis in the United States, after the Great Lakes Megalopolis and the Northeastern megalopolis. Much of southern California is famous for its large, spread-out, suburban communities and use of automobiles and highways. The dominant areas are Los Angeles, Orange County, San Diego, and Riverside-San Bernardino, each of which is the center of its respective metropolitan area, composed of numerous smaller cities and communities. The urban area is also host to an international metropolitan region in the form of San Diego–Tijuana, created by the urban area spilling over into Baja California.",What kind of region can be found inside the urban area of southern California?,"['an international metropolitan region', 'international metropolitan']","The urban area of southern California consists of large, spread-out suburban communities.",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-2451731633835054581,train
19,5705fb7f52bb891400689750,Southern_California,"Traveling south on Interstate 5, the main gap to continued urbanization is Camp Pendleton. The cities and communities along Interstate 15 and Interstate 215 are so inter-related that Temecula and Murrieta have as much connection with the San Diego metropolitan area as they do with the Inland Empire. To the east, the United States Census Bureau considers the San Bernardino and Riverside County areas, Riverside-San Bernardino area as a separate metropolitan area from Los Angeles County. While many commute to L.A. and Orange Counties, there are some differences in development, as most of San Bernardino and Riverside Counties (the non-desert portions) were developed in the 1980s and 1990s. Newly developed exurbs formed in the Antelope Valley north of Los Angeles, the Victor Valley and the Coachella Valley with the Imperial Valley. Also, population growth was high in the Bakersfield-Kern County, Santa Maria and San Luis Obispo areas.",What is the main gap to continued urbanization?,['Camp Pendleton'],The main gap to continued urbanization is the non-desert portions of San Bernardino and Riverside Counties.,1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-7665988942916246789,train
20,5705fc3a52bb89140068976d,Southern_California,"Southern California contains a Mediterranean climate, with infrequent rain and many sunny days. Summers are hot and dry, while winters are a bit warm or mild and wet. Serious rain can occur unusually. In the summers, temperature ranges are 90-60's while as winters are 70-50's, usually all of Southern California have Mediterranean climate. But snow is very rare in the Southwest of the state, it occurs on the Southeast of the state.",How frequent is snow in the Southwest of the state?,['very rare'],"Snow occurs in the Southeast of the Southwest region of the state, making it a rare occurrence in the region as a whole.",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-4471890473896011343,train
21,5705fc3a52bb89140068976e,Southern_California,"Southern California contains a Mediterranean climate, with infrequent rain and many sunny days. Summers are hot and dry, while winters are a bit warm or mild and wet. Serious rain can occur unusually. In the summers, temperature ranges are 90-60's while as winters are 70-50's, usually all of Southern California have Mediterranean climate. But snow is very rare in the Southwest of the state, it occurs on the Southeast of the state.",What is the high end of the temperature range in winter?,['70'],The high end of the temperature range in winter can reach up to 50s.,1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-4471890473896011343,train
22,5705fd8475f01819005e7842,Southern_California,"Southern California consists of one of the more varied collections of geologic, topographic, and natural ecosystem landscapes in a diversity outnumbering other major regions in the state and country. The region spans from Pacific Ocean islands, shorelines, beaches, and coastal plains, through the Transverse and Peninsular Ranges with their peaks, into the large and small interior valleys, to the vast deserts of California.",What type of landscapes other than geologic and natural ecosystem landscapes can be found in southern California?,['topographic'],"Southern California also has Pacific Ocean islands, shorelines, beaches, coastal plains, Transverse and Peninsular Ranges, peaks, interior valleys, and deserts.",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-3244223373034790197,train
23,570607f575f01819005e78b8,Southern_California,"Los Angeles (at 3.7 million people) and San Diego (at 1.3 million people), both in southern California, are the two largest cities in all of California (and two of the eight largest cities in the United States). In southern California there are also twelve cities with more than 200,000 residents and 34 cities over 100,000 in population. Many of southern California's most developed cities lie along or in close proximity to the coast, with the exception of San Bernardino and Riverside.","Other than San Bernardino, which other developed southern Californian city is not in close proximity to the coast?",['Riverside'],"Other than San Bernardino, developed southern Californian cities, such as San Diego, Los Angeles, and many of the twelve cities with more than 200,000 residents and 34 cities over 100,000 in population, are in close proximity to the coast.",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-5062615850400534208,train
24,5706094b52bb8914006897e1,Southern_California,"Southern California's economy is diverse and one of the largest in the United States. It is dominated and heavily dependent upon abundance of petroleum, as opposed to other regions where automobiles not nearly as dominant, the vast majority of transport runs on this fuel. Southern California is famous for tourism and Hollywood (film, television, and music). Other industries include software, automotive, ports, finance, tourism, biomedical, and regional logistics. The region was a leader in the housing bubble 2001–2007, and has been heavily impacted by the housing crash.",Southern California's economy can be described as one of the largest in the United States and what other characteristic?,['diverse'],It is heavily dependent upon the abundance of petroleum and heavily impacted by the housing crash.,1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,1797972744390558576,train
25,57060a1175f01819005e78d3,Southern_California,"Since the 1920s, motion pictures, petroleum and aircraft manufacturing have been major industries. In one of the richest agricultural regions in the U.S., cattle and citrus were major industries until farmlands were turned into suburbs. Although military spending cutbacks have had an impact, aerospace continues to be a major factor.",What characteristic best describes the agricultural regions that could be found?,"['one of the richest', 'richest', 'rich']","These agricultural regions are characterized by their diversification in industries, ranging from motion pictures and petroleum to aerospace and agriculture, with cattle and citrus being major industries before being replaced by suburbs.",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-5177456677630465918,train
26,57060a6e52bb8914006897fa,Southern_California,"Southern California is home to many major business districts. Central business districts (CBD) include Downtown Los Angeles, Downtown San Diego, Downtown San Bernardino, Downtown Bakersfield, South Coast Metro and Downtown Riverside.","What is the only district in the CBD to not have ""downtown"" in it's name?",['South Coast Metro'],"none of the districts in the CBD have ""downtown"" in their names",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,3123356252999592162,train
27,5706111a52bb89140068984d,Southern_California,"Six of the seven lines of the commuter rail system, Metrolink, run out of Downtown Los Angeles, connecting Los Angeles, Ventura, San Bernardino, Riverside, Orange, and San Diego counties with the other line connecting San Bernardino, Riverside, and Orange counties directly.",How many lines does the commuter rail system have?,['seven'],The commuter rail system has six lines.,1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,2901515344543216399,train
28,5706143575f01819005e7953,Southern_California,"Professional sports teams in Southern California include teams from the NFL (Los Angeles Rams, San Diego Chargers); NBA (Los Angeles Lakers, Los Angeles Clippers); MLB (Los Angeles Dodgers, Los Angeles Angels of Anaheim, San Diego Padres); NHL (Los Angeles Kings, Anaheim Ducks); and MLS (LA Galaxy).",What is the other NHL team aside from the Anaheim Ducks to reside in Southern California?,['Los Angeles Kings'],There is no other NHL team aside from the Anaheim Ducks that resides in Southern California.,1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,2032012028465287673,train
29,570960cf200fba1400367f03,Sky_(United_Kingdom),"In July 2013, the English High Court of Justice found that Microsoft’s use of the term ""SkyDrive"" infringed on Sky’s right to the ""Sky"" trademark. On 31 July 2013, BSkyB and Microsoft announced their settlement, in which Microsoft will not appeal the ruling, and will rename its SkyDrive cloud storage service after an unspecified ""reasonable period of time to allow for an orderly transition to a new brand,"" plus ""financial and other terms, the details of which are confidential"". On 27 January 2014, Microsoft announced ""that SkyDrive will soon become OneDrive"" and ""SkyDrive Pro"" becomes ""OneDrive for Business"".",What did Microsoft announce that it would rename Sky Drive to?,['OneDrive'],"Microsoft announced that it would rename its SkyDrive cloud storage service after an unspecified ""reasonable period of time to allow for an orderly transition to a new brand"".",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-290418764345094644,train
30,57096505ed30961900e84086,Sky_(United_Kingdom),"On 18 November 2015, Sky announced Sky Q, a range of products and services to be available in 2016. The Sky Q range consists of three set top boxes (Sky Q, Sky Q Silver and Sky Q Mini), a broadband router (Sky Q Hub) and mobile applications. The Sky Q set top boxes introduce a new user interface, Wi-Fi hotspot functionality, Power-line and Bluetooth connectivity and a new touch-sensitive remote control. The Sky Q Mini set top boxes connect to the Sky Q Silver set top boxes with a Wi-Fi or Power-line connection rather than receive their own satellite feeds. This allows all set top boxes in a household to share recordings and other media. The Sky Q Silver set top box is capable of receiving and displaying UHD broadcasts, which Sky will introduce later in 2016.",When are the new Sky Q products going to be available?,"['in 2016', '2016']",The new Sky Q products,1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-6025608065601927736,train
31,570d28bdb3d812140066d4a7,Victoria_(Australia),"The centre-left Australian Labor Party (ALP), the centre-right Liberal Party of Australia, the rural-based National Party of Australia, and the environmentalist Australian Greens are Victoria's main political parties. Traditionally, Labor is strongest in Melbourne's working class western and northern suburbs, and the regional cities of Ballarat, Bendigo and Geelong. The Liberals' main support lies in Melbourne's more affluent eastern and outer suburbs, and some rural and regional centres. The Nationals are strongest in Victoria's North Western and Eastern rural regional areas. The Greens, who won their first lower house seats in 2014, are strongest in inner Melbourne.",What party is favored in Bedigo and Geelong?,"['Australian Labor Party', 'Labor']",The National Party of Australia is favored in Bendigo and Geelong.,1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-7026685985677501091,train
32,570d2d68fed7b91900d45cbb,Victoria_(Australia),"More than 26,000 square kilometres (10,000 sq mi) of Victorian farmland are sown for grain, mostly in the state's west. More than 50% of this area is sown for wheat, 33% for barley and 7% for oats. A further 6,000 square kilometres (2,300 sq mi) is sown for hay. In 2003–04, Victorian farmers produced more than 3 million tonnes of wheat and 2 million tonnes of barley. Victorian farms produce nearly 90% of Australian pears and third of apples. It is also a leader in stone fruit production. The main vegetable crops include asparagus, broccoli, carrots, potatoes and tomatoes. Last year, 121,200 tonnes of pears and 270,000 tonnes of tomatoes were produced.",How much Victorian farmland is farmed in grains?,"['26,000 square kilometres']","More than 14,000 square kilometres (5,400 sq mi) of Victorian farmland are farmed in grains, mostly in wheat, barley, and oats.",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-7512116324554016501,train
33,570d32e4fed7b91900d45d01,Victoria_(Australia),"Victorian schools are either publicly or privately funded. Public schools, also known as state or government schools, are funded and run directly by the Victoria Department of Education . Students do not pay tuition fees, but some extra costs are levied. Private fee-paying schools include parish schools run by the Roman Catholic Church and independent schools similar to British public schools. Independent schools are usually affiliated with Protestant churches. Victoria also has several private Jewish and Islamic primary and secondary schools. Private schools also receive some public funding. All schools must comply with government-set curriculum standards. In addition, Victoria has four government selective schools, Melbourne High School for boys, MacRobertson Girls' High School for girls, the coeducational schools John Monash Science School, Nossal High School and Suzanne Cory High School, and The Victorian College of the Arts Secondary School. Students at these schools are exclusively admitted on the basis of an academic selective entry test.",What are public schools in Victoria?,"['state or government schools', 'state or government']","Public schools in Victoria are government-funded schools run by the Department of Education, with students not paying tuition fees but paying additional costs, while private independent schools are affiliated with churches and open to non-denominational students as well.",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,3363964737394684032,train
34,57108ee6a58dae1900cd6a1d,Huguenot,"In this last connection, the name could suggest the derogatory inference of superstitious worship; popular fancy held that Huguon, the gate of King Hugo, was haunted by the ghost of le roi Huguet (regarded by Roman Catholics as an infamous scoundrel) and other spirits, who instead of being in Purgatory came back to harm the living at night. It was in this place in Tours that the prétendus réformés (""these supposedly 'reformed'"") habitually gathered at night, both for political purposes, and for prayer and singing psalms. Such explanations have been traced to the contemporary, Reguier de la Plancha (d. 1560), who in De l'Estat de France offered the following account as to the origin of the name, as cited by The Cape Monthly:","By what name were the ""supposedly reformed"" known?",['prétendus réformés'],"By what name were the ""supposedly reformed"" known?",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,5592371358775293375,train
35,571095a8a58dae1900cd6a78,Huguenot,"The first Huguenots to leave France sought freedom from persecution in Switzerland and the Netherlands.[citation needed] A group of Huguenots was part of the French colonisers who arrived in Brazil in 1555 to found France Antarctique. A couple of ships with around 500 people arrived at the Guanabara Bay, present-day Rio de Janeiro, and settled in a small island. A fort, named Fort Coligny, was built to protect them from attack from the Portuguese troops and Brazilian Native Americans. It was an attempt to establish a French colony in South America. The fort was destroyed in 1560 by the Portuguese, who captured part of the Huguenots. The Portuguese threatened the prisoners with death if they did not convert to Catholicism. The Huguenots of Guanabara, as they are now known, produced a declaration of faith to express their beliefs to the Portuguese. This was their death sentence. This document, the Guanabara Confession of Faith, became the first Protestant confession of faith in the whole of the Americas.[citation needed]",What was the Brazilian French colony called?,['France Antarctique'],The Brazilian French colony was called Fort Coligny.,1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-3022650986554935991,train
36,571098f8a58dae1900cd6ab4,Huguenot,"Some Huguenots settled in Bedfordshire, one of the main centres of the British lace industry at the time. Although 19th century sources have asserted that some of these refugees were lacemakers and contributed to the East Midlands lace industry, this is contentious. The only reference to immigrant lacemakers in this period is of twenty-five widows who settled in Dover, and there is no contemporary documentation to support there being Huguenot lacemakers in Bedfordshire. The implication that the style of lace known as 'Bucks Point' demonstrates a Huguenot influence, being a ""combination of Mechlin patterns on Lille ground"", is fallacious: what is now known as Mechlin lace did not develop until first half of the eighteenth century and lace with Mechlin patterns and Lille ground did not appear until the end of the 18th century, when it was widely copied throughout Europe.",What reference is there to Huguenot lacemakers in the 19th century?,['twenty-five widows who settled in Dover'],There is no contemporary documentation to support the claim that Huguenot lacemakers lived in Bedfordshire during the 19th century.,1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-777563730052716358,train
37,5710e9f8a58dae1900cd6b33,Huguenot,"In 1564 a group of Norman Huguenots under the leadership of Jean Ribault established the small colony of Fort Caroline on the banks of the St. Johns River in what is today Jacksonville, Florida. The effort was the first at any permanent European settlement in the present-day continental United States, but survived only a short time. A September 1565 French naval attack against the new Spanish colony at St. Augustine failed when its ships were hit by a hurricane on their way to the Spanish encampment at Fort Matanzas. Hundreds of French soldiers were stranded and surrendered to the numerically inferior Spanish forces led by Pedro Menendez. Menendez proceeded to massacre the defenseless Huguenots, after which he wiped out the Fort Caroline garrison.",Which army attacked and destroyed this colony?,['Spanish'],The French army attacked and destroyed the colony of Fort Caroline.,1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-3965377473995444690,train
38,5710eca0a58dae1900cd6b3d,Huguenot,"In 1700 several hundred French Huguenots migrated from England to the colony of Virginia, where the English Crown had promised them land grants in Lower Norfolk County. When they arrived, colonial authorities offered them instead land 20 miles above the falls of the James River, at the abandoned Monacan village known as Manakin Town, now in Powhatan County. Some settlers landed in present-day Chesterfield County. On 12 May 1705, the Virginia General Assembly passed an act to naturalise the 148 Huguenots still resident at Manakintown. Of the original 390 settlers in the isolated settlement, many had died; others lived outside town on farms in the English style; and others moved to different areas. Gradually they intermarried with their English neighbors. Through the 18th and 19th centuries, descendants of the French migrated west into the Piedmont, and across the Appalachian Mountains into the West of what became Kentucky, Tennessee, Missouri, and other states. In the Manakintown area, the Huguenot Memorial Bridge across the James River and Huguenot Road were named in their honor, as were many local features, including several schools, including Huguenot High School.",How many settlers original settled in Manakintown?,['390'],The original 148 settlers settled in Manakintown.,1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,833874571123135305,train
39,5710f114a58dae1900cd6b62,Huguenot,"Both before and after the 1708 passage of the Foreign Protestants Naturalization Act, an estimated 50,000 Protestant Walloons and Huguenots fled to England, with many moving on to Ireland and elsewhere. In relative terms, this was one of the largest waves of immigration ever of a single ethnic community to Britain. Andrew Lortie (born André Lortie), a leading Huguenot theologian and writer who led the exiled community in London, became known for articulating their criticism of the Pope and the doctrine of transubstantiation during Mass.",About how many Walloons and Huguenots emigrated to England and Ireland in this era?,"['50,000']","An estimated 75,000 Walloons and Huguenots emigrated to England and Ireland during this era.",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,6677106622588337041,train
40,57111380a58dae1900cd6bda,Huguenot,"Other predecessors of the Reformed church included the pro-reform and Gallican Roman Catholics, such as Jacques Lefevre (c. 1455–1536). The Gallicans briefly achieved independence for the French church, on the principle that the religion of France could not be controlled by the Bishop of Rome, a foreign power. During the Protestant Reformation, Lefevre, a professor at the University of Paris, published his French translation of the New Testament in 1523, followed by the whole Bible in the French language in 1530. William Farel was a student of Lefevre who went on to become a leader of the Swiss Reformation, establishing a Protestant government in Geneva. Jean Cauvin (John Calvin), another student at the University of Paris, also converted to Protestantism. Long after the sect was suppressed by Francis I, the remaining French Waldensians, then mostly in the Luberon region, sought to join William Farel, Calvin and the Reformation, and Olivetan published a French Bible for them. The French Confession of 1559 shows a decidedly Calvinistic influence. Sometime between 1550 and 1580, members of the Reformed church in France came to be commonly known as Huguenots.[citation needed]",What other European Protestant leader was educated at the University of Paris?,"['Jean Cauvin (John Calvin)', 'Jean Cauvin']","William Farel, a student of Jacques Lefevre at the University of Paris, went on to become a leader of the Swiss Reformation and established a Protestant government in Geneva.",1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,1181378022757567896,train
41,571117d4a58dae1900cd6c0e,Huguenot,"One of the most prominent Huguenot refugees in the Netherlands was Pierre Bayle. He started teaching in Rotterdam, where he finished writing and publishing his multi-volume masterpiece, Historical and Critical Dictionary. It became one of the 100 foundational texts of the US Library of Congress. Some Huguenot descendants in the Netherlands may be noted by French family names, although they typically use Dutch given names. Due to the Huguenots' early ties with the leadership of the Dutch Revolt and their own participation, some of the Dutch patriciate are of part-Huguenot descent. Some Huguenot families have kept alive various traditions, such as the celebration and feast of their patron Saint Nicolas, similar to the Dutch Sint Nicolaas (Sinterklaas) feast.",Who is the patron saint of the Huguenots?,['Saint Nicolas'],The Huguenots have no official patron saint.,1.0,"Given the context, answer the question in a single brief but complete sentence. 
",,-6072944859595178143,test
